# time omega_err_norm v_err_norm
0.950000 1.110965 0.800499
0.960000 1.244939 0.827401
0.970000 1.383845 0.854949
0.980000 1.527403 0.883265
0.990000 1.675333 0.912487
1.000000 1.827357 0.942770
1.010000 1.983231 0.974385
1.020000 2.142646 1.007440
1.030000 2.305301 1.042053
1.040000 2.470955 1.078575
1.050000 2.639343 1.117302
1.060000 2.810199 1.158578
1.070000 2.983260 1.202810
1.080000 3.124917 1.237291
1.090000 2.948217 1.151281
1.100000 2.770076 1.071496
1.110000 2.590744 0.997191
1.120000 2.410462 0.927724
1.130000 2.229471 0.862544
1.140000 2.048005 0.801176
1.150000 1.866295 0.743215
1.160000 1.684567 0.688317
1.170000 1.503045 0.636198
1.180000 1.321947 0.586635
1.190000 1.141493 0.539466
1.200000 0.961908 0.494599
1.210000 0.783429 0.452028
1.220000 0.606340 0.411853
1.230000 0.431075 0.374312
1.240000 0.258731 0.339826
1.250000 0.097019 0.309056
1.260000 0.106969 0.282948
1.270000 0.266527 0.262735
1.280000 0.431304 0.249804
1.290000 0.595036 0.245380
1.300000 0.756765 0.250092
1.310000 0.916132 0.263715
1.320000 1.072926 0.285304
1.330000 1.226992 0.313594
1.340000 1.378202 0.347354
1.350000 1.526443 0.385570
1.360000 1.671617 0.427479
1.370000 1.813633 0.472528
1.380000 1.952410 0.520330
1.390000 2.087873 0.570611
1.400000 2.219956 0.623179
1.410000 2.348598 0.677892
1.420000 2.473746 0.734645
1.430000 2.595354 0.793348
1.440000 2.713379 0.853920
1.450000 2.827789 0.916282
1.460000 2.938555 0.980348
1.470000 3.045655 1.046020
1.480000 3.134112 1.107897
1.490000 3.034385 1.103733
1.500000 2.938353 1.099387
1.510000 2.846015 1.094835
1.520000 2.757363 1.090053
1.530000 2.672385 1.085019
1.540000 2.591062 1.079708
1.550000 2.513373 1.074099
1.560000 2.439288 1.068167
1.570000 2.368774 1.061888
1.580000 2.301794 1.055238
1.590000 2.238304 1.048192
1.600000 2.178256 1.040726
1.610000 2.121598 1.032815
1.620000 2.068273 1.024434
1.630000 2.018219 1.015560
1.640000 1.971369 1.006168
1.650000 1.927654 0.996236
1.660000 1.886998 0.985743
1.670000 1.849324 0.974667
1.680000 1.814548 0.962991
1.690000 1.782585 0.950696
1.700000 1.753346 0.937766
1.710000 1.726739 0.924189
1.720000 1.702668 0.909952
1.730000 1.681037 0.895046
1.740000 1.661745 0.879465
1.750000 1.644692 0.863204
1.760000 1.629774 0.846262
1.770000 1.616889 0.828641
1.780000 1.605932 0.810344
1.790000 1.596798 0.791380
1.800000 1.589381 0.771758
1.810000 1.583577 0.751492
1.820000 1.579282 0.730598
1.830000 1.576391 0.709096
1.840000 1.574802 0.687010
1.850000 1.574414 0.664363
1.860000 1.575125 0.641185
1.870000 1.576837 0.617508
1.880000 1.579453 0.593364
1.890000 1.582877 0.568792
1.900000 1.587015 0.543830
1.910000 1.591777 0.518519
1.920000 1.597073 0.492904
1.930000 1.602816 0.467029
1.940000 1.608921 0.440943
1.950000 1.615307 0.414695
1.960000 1.621895 0.388335
1.970000 1.628608 0.361915
1.980000 1.635371 0.335489
1.990000 1.642114 0.309109
2.000000 1.648769 0.282832
2.010000 1.655269 0.256714
2.020000 1.661551 0.230811
2.030000 1.667554 0.205185
2.040000 1.673220 0.179900
2.050000 1.678491 0.155029
2.060000 1.683315 0.130663
2.070000 1.687638 0.106928
2.080000 1.691410 0.084032
2.090000 1.694583 0.062410
2.100000 1.697111 0.043210
2.110000 1.698948 0.030087
2.120000 1.700053 0.030541
2.130000 1.700385 0.043245
2.140000 1.699904 0.060296
2.150000 1.698573 0.078397
2.160000 1.696358 0.096531
2.170000 1.693226 0.114319
2.180000 1.689144 0.131591
2.190000 1.684084 0.148257
2.200000 1.678019 0.164264
2.210000 1.670924 0.179582
2.220000 1.662777 0.194189
2.230000 1.653556 0.208073
2.240000 1.643243 0.221227
2.250000 1.631822 0.233648
2.260000 1.619279 0.245336
2.270000 1.605602 0.256293
2.280000 1.590782 0.266525
2.290000 1.574811 0.276038
2.300000 1.557684 0.284841
2.310000 1.539398 0.292943
2.320000 1.519954 0.300356
2.330000 1.499351 0.307091
2.340000 1.477595 0.313162
2.350000 1.454690 0.318583
2.360000 1.430645 0.323366
2.370000 1.405469 0.327527
2.380000 1.379175 0.331082
2.390000 1.351777 0.334044
2.400000 1.323289 0.336431
2.410000 1.293730 0.338256
2.420000 1.263119 0.339536
2.430000 1.231477 0.340287
2.440000 1.198827 0.340523
2.450000 1.165194 0.340261
2.460000 1.130602 0.339514
2.470000 1.095080 0.338298
2.480000 1.058657 0.336628
2.490000 1.021362 0.334519
2.500000 0.983227 0.331983
2.510000 0.944285 0.329035
2.520000 0.904569 0.325689
2.530000 0.864115 0.321959
2.540000 0.822959 0.317856
2.550000 0.781137 0.313394
2.560000 0.738689 0.308585
2.570000 0.695654 0.303442
2.580000 0.652072 0.297977
2.590000 0.607987 0.292202
2.600000 0.563442 0.286129
2.610000 0.518484 0.279768
2.620000 0.473162 0.273133
2.630000 0.427532 0.266233
2.640000 0.381655 0.259082
2.650000 0.335607 0.251689
2.660000 0.289486 0.244067
2.670000 0.243435 0.236227
2.680000 0.197692 0.228181
2.690000 0.152735 0.219941
2.700000 0.109742 0.211519
2.710000 0.072526 0.202927
2.720000 0.054723 0.194179
2.730000 0.072455 0.185286
2.740000 0.109608 0.176265
2.750000 0.152519 0.167129
2.760000 0.197372 0.157894
2.770000 0.242988 0.148578
2.780000 0.288895 0.139200
2.790000 0.334861 0.129780
2.800000 0.380750 0.120344
2.810000 0.426472 0.110920
2.820000 0.471960 0.101544
2.830000 0.517163 0.092261
2.840000 0.562038 0.083129
2.850000 0.606545 0.074228
2.860000 0.650653 0.065673
2.870000 0.694329 0.057631
2.880000 0.737547 0.050354
2.890000 0.780281 0.044215
2.900000 0.822506 0.039725
2.910000 0.864201 0.037446
2.920000 0.905346 0.037732
2.930000 0.945921 0.040470
2.940000 0.985910 0.045153
2.950000 1.025296 0.051185
2.960000 1.064065 0.058080
2.970000 1.102204 0.065502
2.980000 1.139702 0.073225
2.990000 1.176548 0.081100
3.000000 1.212734 0.089024
3.010000 1.248251 0.096924
3.020000 1.283093 0.104748
3.030000 1.317256 0.112452
3.040000 1.350736 0.120005
3.050000 1.383530 0.127380
3.060000 1.415636 0.134552
3.070000 1.447056 0.141504
3.080000 1.477789 0.148218
3.090000 1.507839 0.154678
3.100000 1.537208 0.160872
3.110000 1.565900 0.166787
3.120000 1.593922 0.172412
3.130000 1.621279 0.177738
3.140000 1.647978 0.182755
3.150000 1.674029 0.187457
3.160000 1.699441 0.191836
3.170000 1.724222 0.195887
3.180000 1.748384 0.199604
3.190000 1.771939 0.202983
3.200000 1.794899 0.206021
3.210000 1.817277 0.208717
3.220000 1.839085 0.211067
3.230000 1.860340 0.213071
3.240000 1.881054 0.214729
3.250000 1.901244 0.216042
3.260000 1.920925 0.217012
3.270000 1.940112 0.217639
3.280000 1.958823 0.217929
3.290000 1.977074 0.217883
3.300000 1.994882 0.217507
3.310000 2.012265 0.216805
3.320000 2.029238 0.215783
3.330000 2.045821 0.214447
3.340000 2.062031 0.212804
3.350000 2.077885 0.210861
3.360000 2.093402 0.208626
3.370000 2.108598 0.206107
3.380000 2.123492 0.203313
3.390000 2.138102 0.200254
3.400000 2.152444 0.196938
3.410000 2.166536 0.193376
3.420000 2.180395 0.189579
3.430000 2.194039 0.185556
3.440000 2.207483 0.181319
3.450000 2.220745 0.176880
3.460000 2.233840 0.172248
3.470000 2.246785 0.167438
3.480000 2.259594 0.162459
3.490000 2.272283 0.157326
3.500000 2.284867 0.152049
3.510000 2.297359 0.146643
3.520000 2.309775 0.141119
3.530000 2.322126 0.135492
3.540000 2.334427 0.129774
3.550000 2.346690 0.123981
3.560000 2.358927 0.118127
3.570000 2.371149 0.112227
3.580000 2.383368 0.106298
3.590000 2.395594 0.100357
3.600000 2.407837 0.094422
3.610000 2.420107 0.088516
3.620000 2.432413 0.082661
3.630000 2.444763 0.076884
3.640000 2.457166 0.071219
3.650000 2.469628 0.065703
3.660000 2.482156 0.060383
3.670000 2.494758 0.055321
3.680000 2.507439 0.050591
3.690000 2.520205 0.046288
3.700000 2.533059 0.042530
3.710000 2.546008 0.039453
3.720000 2.559054 0.037202
3.730000 2.572202 0.035900
3.740000 2.585453 0.035616
3.750000 2.598812 0.036333
3.760000 2.612279 0.037953
3.770000 2.625856 0.040323
3.780000 2.639546 0.043278
3.790000 2.653347 0.046665
3.800000 2.667262 0.050356
3.810000 2.681290 0.054250
3.820000 2.695431 0.058268
3.830000 2.709684 0.062351
3.840000 2.724047 0.066452
3.850000 2.738521 0.070535
3.860000 2.753103 0.074571
3.870000 2.767791 0.078539
3.880000 2.782583 0.082419
3.890000 2.797477 0.086197
3.900000 2.812469 0.089860
3.910000 2.827558 0.093397
3.920000 2.842740 0.096801
3.930000 2.858011 0.100062
3.940000 2.873367 0.103175
3.950000 2.888807 0.106134
3.960000 2.904324 0.108934
3.970000 2.919916 0.111570
3.980000 2.935578 0.114039
3.990000 2.951306 0.116338
4.000000 2.967095 0.118463
4.010000 2.982941 0.120413
4.020000 2.998840 0.122185
4.030000 3.014786 0.123778
4.040000 3.030776 0.125191
4.050000 3.046804 0.126422
4.060000 3.062866 0.127471
4.070000 3.078956 0.128337
4.080000 3.095070 0.129021
4.090000 3.111204 0.129522
4.100000 3.127352 0.129841
4.110000 3.139676 0.129820
4.120000 3.123513 0.128455
4.130000 3.107351 0.126929
4.140000 3.091193 0.125250
4.150000 3.075044 0.123424
4.160000 3.058909 0.121458
4.170000 3.042792 0.119360
4.180000 3.026698 0.117136
4.190000 3.010631 0.114795
4.200000 2.994595 0.112341
4.210000 2.978594 0.109784
4.220000 2.962633 0.107129
4.230000 2.946715 0.104385
4.240000 2.930844 0.101557
4.250000 2.915023 0.098652
4.260000 2.899257 0.095679
4.270000 2.883549 0.092642
4.280000 2.867902 0.089551
4.290000 2.852319 0.086410
4.300000 2.836803 0.083227
4.310000 2.821357 0.080009
4.320000 2.805984 0.076762
4.330000 2.790687 0.073493
4.340000 2.775467 0.070208
4.350000 2.760328 0.066915
4.360000 2.745271 0.063620
4.370000 2.730298 0.060330
4.380000 2.715412 0.057052
4.390000 2.700613 0.053793
4.400000 2.685904 0.050561
4.410000 2.671286 0.047363
4.420000 2.656759 0.044209
4.430000 2.642326 0.041107
4.440000 2.627988 0.038069
4.450000 2.613744 0.035105
4.460000 2.599597 0.032231
4.470000 2.585545 0.029463
4.480000 2.571591 0.026824
4.490000 2.557734 0.024340
4.500000 2.543974 0.022044
4.510000 2.530312 0.019982
4.520000 2.516747 0.018205
4.530000 2.503279 0.016775
4.540000 2.489909 0.015753
4.550000 2.476635 0.015186
4.560000 2.463458 0.015087
4.570000 2.450376 0.015430
4.580000 2.437390 0.016149
4.590000 2.424499 0.017164
4.600000 2.411701 0.018394
4.610000 2.398996 0.019770
4.620000 2.386383 0.021236
4.630000 2.373861 0.022749
4.640000 2.361430 0.024279
4.650000 2.349087 0.025800
4.660000 2.336833 0.027296
4.670000 2.324665 0.028753
4.680000 2.312583 0.030161
4.690000 2.300586 0.031511
4.700000 2.288671 0.032798
4.710000 2.276839 0.034017
4.720000 2.265087 0.035164
4.730000 2.253415 0.036236
4.740000 2.241821 0.037232
4.750000 2.230303 0.038150
4.760000 2.218861 0.038988
4.770000 2.207493 0.039746
4.780000 2.196198 0.040424
4.790000 2.184974 0.041021
4.800000 2.173821 0.041538
4.810000 2.162737 0.041976
4.820000 2.151720 0.042334
4.830000 2.140770 0.042613
4.840000 2.129885 0.042816
4.850000 2.119064 0.042942
4.860000 2.108306 0.042992
4.870000 2.097610 0.042970
4.880000 2.086974 0.042875
4.890000 2.076398 0.042710
4.900000 2.065880 0.042475
4.910000 2.055420 0.042174
4.920000 2.045015 0.041808
4.930000 2.034666 0.041379
4.940000 2.024372 0.040889
4.950000 2.014130 0.040341
4.960000 2.003942 0.039736
4.970000 1.993805 0.039076
4.980000 1.983718 0.038365
4.990000 1.973682 0.037604
5.000000 1.963695 0.036796
5.010000 1.953757 0.035943
5.020000 1.943867 0.035049
5.030000 1.934023 0.034115
5.040000 1.924226 0.033144
5.050000 1.914475 0.032140
5.060000 1.904770 0.031104
5.070000 1.895109 0.030039
5.080000 1.885492 0.028949
5.090000 1.875919 0.027836
5.100000 1.866390 0.026704
5.110000 1.856903 0.025555
5.120000 1.847458 0.024393
5.130000 1.838056 0.023220
5.140000 1.828695 0.022042
5.150000 1.819375 0.020861
5.160000 1.810096 0.019682
5.170000 1.800858 0.018509
5.180000 1.791660 0.017348
5.190000 1.782503 0.016204
5.200000 1.773385 0.015084
5.210000 1.764306 0.013996
5.220000 1.755267 0.012951
5.230000 1.746267 0.011959
5.240000 1.737307 0.011035
5.250000 1.728384 0.010196
5.260000 1.719501 0.009462
5.270000 1.710656 0.008857
5.280000 1.701850 0.008403
5.290000 1.693081 0.008120
5.300000 1.684351 0.008019
5.310000 1.675659 0.008098
5.320000 1.667005 0.008344
5.330000 1.658389 0.008735
5.340000 1.649811 0.009243
5.350000 1.641271 0.009842
5.360000 1.632768 0.010508
5.370000 1.624304 0.011220
5.380000 1.615877 0.011963
5.390000 1.607488 0.012723
5.400000 1.599136 0.013491
5.410000 1.590822 0.014259
5.420000 1.582547 0.015019
5.430000 1.574308 0.015768
5.440000 1.566108 0.016500
5.450000 1.557945 0.017213
5.460000 1.549821 0.017903
5.470000 1.541734 0.018569
5.480000 1.533685 0.019208
5.490000 1.525673 0.019819
5.500000 1.517700 0.020401
5.510000 1.509765 0.020953
5.520000 1.501868 0.021473
5.530000 1.494009 0.021961
5.540000 1.486188 0.022416
5.550000 1.478405 0.022838
5.560000 1.470661 0.023227
5.570000 1.462955 0.023582
5.580000 1.455287 0.023903
5.590000 1.447657 0.024191
5.600000 1.440066 0.024445
5.610000 1.432513 0.024665
5.620000 1.424999 0.024851
5.630000 1.417523 0.025004
5.640000 1.410086 0.025125
5.650000 1.402687 0.025212
5.660000 1.395327 0.025268
5.670000 1.388005 0.025292
5.680000 1.380722 0.025285
5.690000 1.373477 0.025247
5.700000 1.366271 0.025179
5.710000 1.359104 0.025082
5.720000 1.351975 0.024956
5.730000 1.344884 0.024802
5.740000 1.337832 0.024621
5.750000 1.330818 0.024414
5.760000 1.323843 0.024181
5.770000 1.316906 0.023924
5.780000 1.310007 0.023643
5.790000 1.303147 0.023339
5.800000 1.296324 0.023013
5.810000 1.289539 0.022666
5.820000 1.282792 0.022298
5.830000 1.276083 0.021912
5.840000 1.269412 0.021508
5.850000 1.262778 0.021086
5.860000 1.256181 0.020649
5.870000 1.249622 0.020196
5.880000 1.243099 0.019730
5.890000 1.236614 0.019250
5.900000 1.230165 0.018759
5.910000 1.223752 0.018257
5.920000 1.217376 0.017745
5.930000 1.211036 0.017224
5.940000 1.204731 0.016696
5.950000 1.198463 0.016161
5.960000 1.192229 0.015621
5.970000 1.186031 0.015077
5.980000 1.179868 0.014529
5.990000 1.173739 0.013980
6.000000 1.167644 0.013429
6.010000 1.161584 0.012879
6.020000 1.155562 0.012324
6.030000 1.149573 0.011774
6.040000 1.143613 0.011233
6.050000 1.137686 0.010697
6.060000 1.131791 0.010168
6.070000 1.125929 0.009647
6.080000 1.120099 0.009136
6.090000 1.114301 0.008635
6.100000 1.108534 0.008147
6.110000 1.102799 0.007674
6.120000 1.097094 0.007218
6.130000 1.091420 0.006780
6.140000 1.085777 0.006363
6.150000 1.080163 0.005971
6.160000 1.074579 0.005605
6.170000 1.069024 0.005269
6.180000 1.063499 0.004967
6.190000 1.058002 0.004702
6.200000 1.052534 0.004477
6.210000 1.047094 0.004294
6.220000 1.041681 0.004157
6.230000 1.036297 0.004064
6.240000 1.030940 0.004015
6.250000 1.025610 0.004008
6.260000 1.020306 0.004038
6.270000 1.015029 0.004102
6.280000 1.009779 0.004192
6.290000 1.004554 0.004305
6.300000 0.999356 0.004435
6.310000 0.994183 0.004576
6.320000 0.989035 0.004726
6.330000 0.983912 0.004880
6.340000 0.978814 0.005035
6.350000 0.973743 0.005255
6.360000 0.968695 0.005440
6.370000 0.963669 0.005519
6.380000 0.958669 0.005682
6.390000 0.953693 0.005842
6.400000 0.948739 0.005907
6.410000 0.943810 0.006040
6.420000 0.938905 0.006168
6.430000 0.934021 0.006211
6.440000 0.929163 0.006309
6.450000 0.924327 0.006400
6.460000 0.919512 0.006417
6.470000 0.914722 0.006478
6.480000 0.909955 0.006532
6.490000 0.905208 0.006519
6.500000 0.900486 0.006543
6.510000 0.895787 0.006603
6.520000 0.891108 0.006592
6.530000 0.886450 0.006512
6.540000 0.881816 0.006474
6.550000 0.877205 0.006477
6.560000 0.872615 0.006423
6.570000 0.868046 0.006312
6.580000 0.863499 0.006234
6.590000 0.858975 0.006187
6.600000 0.854473 0.006129
6.610000 0.849992 0.006018
6.620000 0.845531 0.005856
6.630000 0.841093 0.005725
6.640000 0.836677 0.005626
6.650000 0.832283 0.005518
6.660000 0.827910 0.005401
6.670000 0.823558 0.005277
6.680000 0.819228 0.005107
6.690000 0.814918 0.004894
6.700000 0.810630 0.004713
6.710000 0.806363 0.004561
6.720000 0.802119 0.004404
6.730000 0.797895 0.004244
6.740000 0.793693 0.004079
6.750000 0.789512 0.003911
6.760000 0.785352 0.003740
6.770000 0.781213 0.003568
6.780000 0.777095 0.003394
6.790000 0.772999 0.003220
6.800000 0.768923 0.003025
6.810000 0.764868 0.002820
6.820000 0.760834 0.002643
6.830000 0.756822 0.002485
6.840000 0.752830 0.002334
6.850000 0.748860 0.002192
6.860000 0.744910 0.002061
6.870000 0.740982 0.001943
6.880000 0.737074 0.001842
6.890000 0.733186 0.001759
6.900000 0.729320 0.001698
6.910000 0.725473 0.001659
6.920000 0.721648 0.001644
6.930000 0.717843 0.001653
6.940000 0.714058 0.001684
6.950000 0.710294 0.001735
6.960000 0.706549 0.001803
6.970000 0.702826 0.001886
6.980000 0.699122 0.001979
6.990000 0.695438 0.002081
7.000000 0.691775 0.002189
