# 6-DOF UR5 robot arm csv file for CoppeliaSim animation.
# All lines beginning with # are treated as a comment and ignored.
# Each line below is of the form
# jt1ang jt2ang jt3ang jt4ang jt5ang jt6ang
# where each joint angle is expressed in radians.

0.000000,-1.570000,0.000000,0.000000,0.000000,3.140000
0.000000,-1.570000,0.000000,0.000000,0.000000,3.140000
0.000000,-1.559953,-0.007536,0.030134,0.000000,3.104843
-0.000223,-1.540435,-0.021365,0.087625,0.000001,3.046947
-0.000862,-1.511988,-0.040375,0.170124,-0.000012,2.974575
-0.002075,-1.475118,-0.063576,0.275590,-0.000076,2.893211
-0.003980,-1.430298,-0.090096,0.402226,-0.000265,2.806484
-0.006648,-1.377963,-0.119179,0.548418,-0.000678,2.716779
-0.010091,-1.318512,-0.150184,0.712711,-0.001422,2.625659
-0.014258,-1.252305,-0.182587,0.893778,-0.002588,2.534131
-0.019051,-1.179667,-0.215962,1.090395,-0.004218,2.442840
-0.024343,-1.100902,-0.249964,1.301426,-0.006297,2.352190
-0.029996,-1.016296,-0.284311,1.525801,-0.008755,2.262427
-0.035887,-0.926127,-0.318767,1.762501,-0.011489,2.173690
-0.041905,-0.830665,-0.353129,2.010552,-0.014384,2.086056
-0.047962,-0.730181,-0.387229,2.269018,-0.017333,1.999556
-0.053989,-0.624937,-0.420923,2.536993,-0.020244,1.914193
-0.059928,-0.515196,-0.454092,2.813602,-0.023053,1.829954
-0.065735,-0.401211,-0.486640,3.098003,-0.025718,1.746812
-0.071371,-0.283233,-0.518496,-2.893806,-0.028222,1.664734
-0.076806,-0.161506,-0.549609,-2.596237,-0.030570,1.583677
-0.082009,-0.036270,-0.579953,-2.293221,-0.032781,1.503596
-0.086955,0.092241,-0.609520,-1.985469,-0.034882,1.424436
-0.091620,0.223799,-0.638330,-1.673647,-0.036895,1.346140
-0.095981,0.358178,-0.666419,-1.358378,-0.038828,1.268645
-0.100017,0.495154,-0.693847,-1.040242,-0.040672,1.191883
-0.103709,0.634508,-0.720689,-0.719773,-0.042392,1.115784
-0.107034,0.776017,-0.747032,-0.397467,-0.043940,1.040281
-0.109971,0.919460,-0.772973,-0.073787,-0.045256,0.965306
-0.112361,1.065723,-0.800059,0.255413,-0.045896,0.886555
-0.114171,1.214573,-0.828317,0.589536,-0.045828,0.805326
-0.115629,1.363520,-0.854832,0.918722,-0.045852,0.731104
-0.116692,1.512339,-0.879771,1.242817,-0.046036,0.661710
-0.117157,1.661948,-0.904779,1.566372,-0.046106,0.591276
-0.116929,1.812102,-0.929894,1.888944,-0.046274,0.520240
-0.115809,1.962516,-0.954522,2.209252,-0.046507,0.449170
-0.113782,2.112983,-0.978739,2.526912,-0.046960,0.378180
-0.111206,2.263431,-1.003946,2.843297,-0.048104,0.306802
-0.108303,2.413703,-1.030236,-3.125192,-0.049679,0.235274
-0.105132,2.563585,-1.057015,-2.813474,-0.051199,0.164018
-0.101791,2.712907,-1.084344,-2.505085,-0.052589,0.093017
-0.098206,2.861642,-1.112356,-2.200247,-0.053439,0.022077
-0.094417,3.009625,-1.141106,-1.899262,-0.053770,-0.048778
-0.090730,-3.126794,-1.170486,-1.602609,-0.054433,-0.119203
-0.087172,-2.981405,-1.200565,-1.310509,-0.055449,-0.189314
-0.083623,-2.837399,-1.231503,-1.023043,-0.056406,-0.259377
-0.079955,-2.694830,-1.263405,-0.740533,-0.056863,-0.329327
-0.076183,-2.553844,-1.296348,-0.463122,-0.056791,-0.399213
-0.072613,-2.414787,-1.330348,-0.190621,-0.057026,-0.469243
-0.069262,-2.277804,-1.365473,0.076858,-0.057524,-0.539394
-0.065858,-2.142815,-1.401870,0.339017,-0.057382,-0.609593
-0.062410,-2.009956,-1.439594,0.595768,-0.056568,-0.679855
-0.059212,-1.879599,-1.478584,0.847103,-0.055911,-0.750130
-0.056280,-1.751877,-1.518877,1.092943,-0.055415,-0.820437
-0.053322,-1.626662,-1.560605,1.333087,-0.054199,-0.890808
-0.050343,-1.504070,-1.603789,1.567459,-0.052311,-0.961243
-0.047674,-1.384472,-1.648330,1.796157,-0.050787,-1.031754
-0.045180,-1.267862,-1.694277,2.019044,-0.049288,-1.102328
-0.042686,-1.154200,-1.741679,2.235961,-0.047374,-1.172944
-0.040444,-1.043794,-1.790430,2.446972,-0.045906,-1.243595
-0.038273,-0.936599,-1.840563,2.651938,-0.044445,-1.314272
-0.035998,-0.832564,-1.892102,2.850736,-0.042554,-1.384978
-0.033891,-0.731999,-1.944910,3.043459,-0.041120,-1.455713
-0.031763,-0.634826,-1.999003,-3.053203,-0.039626,-1.526479
-0.029444,-0.540969,-2.054387,-2.872991,-0.037594,-1.597278
-0.027253,-0.450743,-2.110900,-2.698955,-0.036012,-1.668115
-0.025008,-0.364043,-2.168546,-2.531200,-0.034349,-1.738994
-0.022537,-0.280763,-2.227325,-2.369815,-0.032104,-1.809919
-0.020072,-0.201122,-2.287097,-2.214685,-0.029990,-1.880895
-0.017615,-0.125142,-2.347798,-2.065798,-0.028016,-1.951926
-0.015108,-0.052790,-2.409381,-1.923163,-0.026014,-2.023014
-0.012555,0.015922,-2.471777,-1.786750,-0.023995,-2.094161
-0.009961,0.080988,-2.534916,-1.656521,-0.021967,-2.165371
-0.007331,0.142407,-2.598726,-1.532426,-0.019937,-2.236645
-0.004672,0.200181,-2.663135,-1.414407,-0.017910,-2.307985
-0.001992,0.254314,-2.728069,-1.302398,-0.015888,-2.379389
0.000702,0.304815,-2.793454,-1.196320,-0.013871,-2.450858
0.003399,0.351695,-2.859217,-1.096085,-0.011858,-2.522389
0.006092,0.394963,-2.925287,-1.001594,-0.009845,-2.593980
0.008768,0.434634,-2.991593,-0.912736,-0.007827,-2.665629
0.011419,0.470718,-3.058067,-0.829389,-0.005799,-2.737329
0.014034,0.503230,-3.124645,-0.751420,-0.003756,-2.809076
0.016603,0.532180,3.091922,-0.678685,-0.001692,-2.880862
0.019118,0.557580,3.025324,-0.611030,0.000396,-2.952681
0.021571,0.579444,2.958803,-0.548293,0.002515,-3.024523
0.023956,0.597785,2.892415,-0.490305,0.004664,-3.096378
0.026266,0.612618,2.826214,-0.436892,0.006846,3.114949
0.028499,0.623960,2.760253,-0.387881,0.009060,3.043098
0.030652,0.631835,2.694585,-0.343093,0.011307,2.971267
0.032723,0.636269,2.629263,-0.302356,0.013582,2.899467
0.034711,0.637293,2.564338,-0.265496,0.015884,2.827712
0.036617,0.634945,2.499865,-0.232347,0.018208,2.756012
0.038440,0.629270,2.435897,-0.202744,0.020553,2.684380
0.040181,0.620317,2.372489,-0.176529,0.022913,2.612828
0.041842,0.608144,2.309695,-0.153550,0.025285,2.541367
0.043424,0.592811,2.247571,-0.133657,0.027665,2.470008
0.044927,0.574388,2.186170,-0.116707,0.030050,2.398762
0.046354,0.552949,2.125547,-0.102562,0.032435,2.327639
0.047705,0.528573,2.065755,-0.091087,0.034818,2.256649
0.048983,0.501345,2.006848,-0.082152,0.037196,2.185801
0.050188,0.471353,1.948876,-0.075631,0.039566,2.115104
0.051445,0.438799,1.891839,-0.071459,0.042302,2.044567
0.052637,0.403674,1.835833,-0.069458,0.045024,1.974197
0.053641,0.365968,1.780953,-0.069449,0.047352,1.904002
0.054581,0.325892,1.727196,-0.071379,0.049664,1.833992
0.055458,0.283555,1.674601,-0.075137,0.051958,1.764173
0.056274,0.239066,1.623206,-0.080614,0.054234,1.694552
0.057031,0.192536,1.573047,-0.087702,0.056491,1.625136
0.057730,0.144081,1.524156,-0.096297,0.058730,1.555932
0.058375,0.093816,1.476564,-0.106296,0.060949,1.486946
0.058967,0.041858,1.430295,-0.117600,0.063150,1.418185
0.059507,-0.011672,1.385374,-0.130109,0.065333,1.349653
0.059997,-0.066656,1.341820,-0.143728,0.067499,1.281357
0.060440,-0.122973,1.299650,-0.158362,0.069650,1.213303
0.060836,-0.180500,1.258879,-0.173920,0.071787,1.145496
0.061188,-0.239116,1.219516,-0.190312,0.073910,1.077941
0.061497,-0.298700,1.181569,-0.207449,0.076022,1.010644
0.061766,-0.359130,1.145043,-0.225247,0.078123,0.943609
0.061996,-0.420285,1.109941,-0.243622,0.080215,0.876840
0.062188,-0.482044,1.076261,-0.262493,0.082300,0.810344
0.062345,-0.544289,1.044000,-0.281782,0.084379,0.744123
0.062469,-0.606901,1.013152,-0.301412,0.086452,0.678183
0.062561,-0.669763,0.983710,-0.321312,0.088522,0.612526
0.062624,-0.732759,0.955665,-0.341409,0.090590,0.547159
0.062660,-0.795778,0.929004,-0.361637,0.092656,0.482082
0.062670,-0.858706,0.903714,-0.381931,0.094723,0.417302
0.062658,-0.921436,0.879782,-0.402228,0.096791,0.352819
0.062626,-0.983861,0.857191,-0.422469,0.098861,0.288639
0.062577,-1.045877,0.835924,-0.442599,0.100934,0.224763
0.062512,-1.107382,0.815964,-0.462565,0.103012,0.161194
0.062436,-1.168279,0.797292,-0.482317,0.105095,0.097935
0.062351,-1.228471,0.779890,-0.501808,0.107183,0.034988
0.062261,-1.287869,0.763737,-0.520995,0.109278,-0.027646
0.062170,-1.346382,0.748813,-0.539837,0.111380,-0.089965
