# time omega_err_norm v_err_norm
0.950000 1.573953 0.743367
0.960000 1.559677 0.724463
0.970000 1.546703 0.705653
0.980000 1.535000 0.686959
0.990000 1.524536 0.668401
1.000000 1.515279 0.649997
1.010000 1.507226 0.631796
1.020000 1.500327 0.613786
1.030000 1.494521 0.595951
1.040000 1.489807 0.578335
1.050000 1.486159 0.560951
1.060000 1.483548 0.543812
1.070000 1.481951 0.526928
1.080000 1.481340 0.510311
1.090000 1.481690 0.493969
1.100000 1.482978 0.477911
1.110000 1.485179 0.462144
1.120000 1.488270 0.446676
1.130000 1.492227 0.431513
1.140000 1.497028 0.416660
1.150000 1.502652 0.402122
1.160000 1.509076 0.387903
1.170000 1.516279 0.374007
1.180000 1.524241 0.360437
1.190000 1.532942 0.347196
1.200000 1.542362 0.334285
1.210000 1.552481 0.321706
1.220000 1.563281 0.309461
1.230000 1.574743 0.297549
1.240000 1.586849 0.285972
1.250000 1.599580 0.274729
1.260000 1.612920 0.263820
1.270000 1.626851 0.253244
1.280000 1.641357 0.243000
1.290000 1.656420 0.233087
1.300000 1.672024 0.223503
1.310000 1.688154 0.214248
1.320000 1.704795 0.205320
1.330000 1.721929 0.196716
1.340000 1.739544 0.188435
1.350000 1.757624 0.180475
1.360000 1.776154 0.172835
1.370000 1.795121 0.165512
1.380000 1.814511 0.158505
1.390000 1.834310 0.151813
1.400000 1.854506 0.145434
1.410000 1.875086 0.139366
1.420000 1.896036 0.133609
1.430000 1.917346 0.128160
1.440000 1.939002 0.123019
1.450000 1.960994 0.118184
1.460000 1.983309 0.113654
1.470000 2.005938 0.109426
1.480000 2.028868 0.105500
1.490000 2.052090 0.101871
1.500000 2.075593 0.098538
1.510000 2.099368 0.095496
1.520000 2.123404 0.092740
1.530000 2.147692 0.090265
1.540000 2.172223 0.088063
1.550000 2.196987 0.086127
1.560000 2.221977 0.084447
1.570000 2.247182 0.083013
1.580000 2.272595 0.081814
1.590000 2.298208 0.080836
1.600000 2.324012 0.080068
1.610000 2.350001 0.079494
1.620000 2.376165 0.079101
1.630000 2.402498 0.078875
1.640000 2.428993 0.078801
1.650000 2.455643 0.078866
1.660000 2.482440 0.079055
1.670000 2.509378 0.079357
1.680000 2.536450 0.079759
1.690000 2.563650 0.080249
1.700000 2.590972 0.080818
1.710000 2.618410 0.081454
1.720000 2.645958 0.082151
1.730000 2.673609 0.082898
1.740000 2.701359 0.083690
1.750000 2.729201 0.084520
1.760000 2.757131 0.085382
1.770000 2.785143 0.086270
1.780000 2.813232 0.087182
1.790000 2.841394 0.088112
1.800000 2.869622 0.089057
1.810000 2.897913 0.090014
1.820000 2.926262 0.090982
1.830000 2.954664 0.091957
1.840000 2.983115 0.092939
1.850000 3.011611 0.093925
1.860000 3.040148 0.094915
1.870000 3.068721 0.095907
1.880000 3.097328 0.096901
1.890000 3.125963 0.097897
1.900000 3.128562 0.098078
1.910000 3.099880 0.097276
1.920000 3.071179 0.096470
1.930000 3.042464 0.095660
1.940000 3.013737 0.094848
1.950000 2.985001 0.094032
1.960000 2.956260 0.093215
1.970000 2.927516 0.092396
1.980000 2.898773 0.091576
1.990000 2.870033 0.090756
2.000000 2.841299 0.089936
2.010000 2.812573 0.089117
2.020000 2.783858 0.088299
2.030000 2.755157 0.087484
2.040000 2.726471 0.086671
2.050000 2.697804 0.085861
2.060000 2.669157 0.085055
2.070000 2.640532 0.084253
2.080000 2.611932 0.083456
2.090000 2.583358 0.082663
2.100000 2.554813 0.081877
2.110000 2.526299 0.081096
2.120000 2.497816 0.080321
2.130000 2.469368 0.079553
2.140000 2.440956 0.078792
2.150000 2.412581 0.078038
2.160000 2.384246 0.077291
2.170000 2.355952 0.076552
2.180000 2.327700 0.075820
2.190000 2.299493 0.075097
2.200000 2.271331 0.074382
2.210000 2.243216 0.073675
2.220000 2.215151 0.072977
2.230000 2.187135 0.072287
2.240000 2.159171 0.071606
2.250000 2.131260 0.070933
2.260000 2.103404 0.070269
2.270000 2.075604 0.069614
2.280000 2.047861 0.068968
2.290000 2.020177 0.068331
2.300000 1.992554 0.067703
2.310000 1.964992 0.067083
2.320000 1.937492 0.066472
2.330000 1.910058 0.065870
2.340000 1.882689 0.065277
2.350000 1.855387 0.064693
2.360000 1.828154 0.064117
2.370000 1.800992 0.063550
2.380000 1.773900 0.062992
2.390000 1.746882 0.062442
2.400000 1.719938 0.061901
2.410000 1.693070 0.061368
2.420000 1.666279 0.060843
2.430000 1.639568 0.060327
2.440000 1.612937 0.059819
2.450000 1.586388 0.059319
2.460000 1.559923 0.058827
2.470000 1.533543 0.058343
2.480000 1.507250 0.057867
2.490000 1.481047 0.057398
2.500000 1.454933 0.056937
2.510000 1.428913 0.056484
2.520000 1.402986 0.056039
2.530000 1.377157 0.055600
2.540000 1.351425 0.055169
2.550000 1.325794 0.054745
2.560000 1.300266 0.054329
2.570000 1.274843 0.053919
2.580000 1.249528 0.053516
2.590000 1.224322 0.053120
2.600000 1.199230 0.052730
2.610000 1.174253 0.052347
2.620000 1.149395 0.051971
2.630000 1.124659 0.051601
2.640000 1.100048 0.051237
2.650000 1.075566 0.050879
2.660000 1.051217 0.050528
2.670000 1.027006 0.050182
2.680000 1.002936 0.049842
2.690000 0.979013 0.049508
2.700000 0.955242 0.049180
2.710000 0.931629 0.048857
2.720000 0.908180 0.048539
2.730000 0.884902 0.048227
2.740000 0.861803 0.047920
2.750000 0.838891 0.047617
2.760000 0.816174 0.047320
2.770000 0.793664 0.047028
2.780000 0.771371 0.046740
2.790000 0.749306 0.046457
2.800000 0.727484 0.046179
2.810000 0.705920 0.045905
2.820000 0.684630 0.045635
2.830000 0.663632 0.045369
2.840000 0.642947 0.045107
2.850000 0.622597 0.044849
2.860000 0.602609 0.044595
2.870000 0.583009 0.044345
2.880000 0.563830 0.044098
2.890000 0.545107 0.043855
2.900000 0.526878 0.043615
2.910000 0.509187 0.043378
2.920000 0.492082 0.043145
2.930000 0.475615 0.042914
2.940000 0.459845 0.042687
2.950000 0.444834 0.042462
2.960000 0.430650 0.042240
2.970000 0.417366 0.042020
2.980000 0.405060 0.041803
2.990000 0.393810 0.041588
3.000000 0.383698 0.041375
3.010000 0.374803 0.041165
3.020000 0.367201 0.040957
3.030000 0.360960 0.040750
3.040000 0.356140 0.040546
3.050000 0.352787 0.040343
3.060000 0.350928 0.040141
3.070000 0.350575 0.039942
3.080000 0.351721 0.039744
3.090000 0.354338 0.039547
3.100000 0.358381 0.039351
3.110000 0.363791 0.039157
3.120000 0.370497 0.038963
3.130000 0.378418 0.038771
3.140000 0.387469 0.038580
3.150000 0.397561 0.038389
3.160000 0.408608 0.038199
3.170000 0.420523 0.038010
3.180000 0.433226 0.037822
3.190000 0.446640 0.037634
3.200000 0.460693 0.037446
3.210000 0.475321 0.037259
3.220000 0.490463 0.037073
3.230000 0.506065 0.036886
3.240000 0.522079 0.036700
3.250000 0.538459 0.036514
3.260000 0.555166 0.036328
3.270000 0.572164 0.036142
3.280000 0.589422 0.035956
3.290000 0.606909 0.035769
3.300000 0.624602 0.035583
3.310000 0.642476 0.035397
3.320000 0.660511 0.035210
3.330000 0.678688 0.035023
3.340000 0.696990 0.034836
3.350000 0.715402 0.034649
3.360000 0.733911 0.034461
3.370000 0.752504 0.034273
3.380000 0.771171 0.034084
3.390000 0.789900 0.033895
3.400000 0.808683 0.033705
3.410000 0.827512 0.033515
3.420000 0.846379 0.033324
3.430000 0.865278 0.033133
3.440000 0.884201 0.032941
3.450000 0.903144 0.032749
3.460000 0.922100 0.032556
3.470000 0.941066 0.032362
3.480000 0.960037 0.032168
3.490000 0.979008 0.031973
3.500000 0.997977 0.031778
3.510000 1.016939 0.031582
3.520000 1.035893 0.031385
3.530000 1.054834 0.031188
3.540000 1.073760 0.030990
3.550000 1.092669 0.030791
3.560000 1.111558 0.030592
3.570000 1.130425 0.030392
3.580000 1.149270 0.030191
3.590000 1.168088 0.029990
3.600000 1.186880 0.029788
3.610000 1.205644 0.029586
3.620000 1.224377 0.029383
3.630000 1.243079 0.029179
3.640000 1.261749 0.028975
3.650000 1.280386 0.028771
3.660000 1.298988 0.028566
3.670000 1.317554 0.028360
3.680000 1.336084 0.028154
3.690000 1.354577 0.027948
3.700000 1.373032 0.027741
3.710000 1.391448 0.027533
3.720000 1.409825 0.027326
3.730000 1.428162 0.027118
3.740000 1.446458 0.026909
3.750000 1.464714 0.026701
3.760000 1.482928 0.026492
3.770000 1.501100 0.026283
3.780000 1.519229 0.026074
3.790000 1.537316 0.025864
3.800000 1.555360 0.025655
3.810000 1.573361 0.025445
3.820000 1.591317 0.025235
3.830000 1.609230 0.025025
3.840000 1.627099 0.024815
3.850000 1.644923 0.024605
3.860000 1.662702 0.024395
3.870000 1.680436 0.024186
3.880000 1.698126 0.023976
3.890000 1.715770 0.023766
3.900000 1.733368 0.023557
3.910000 1.750921 0.023348
3.920000 1.768429 0.023139
3.930000 1.785890 0.022930
3.940000 1.803306 0.022721
3.950000 1.820675 0.022513
3.960000 1.837998 0.022305
3.970000 1.855275 0.022098
3.980000 1.872505 0.021891
3.990000 1.889689 0.021684
4.000000 1.906827 0.021478
4.010000 1.923918 0.021272
4.020000 1.940962 0.021067
4.030000 1.957959 0.020863
4.040000 1.974910 0.020659
4.050000 1.991814 0.020455
4.060000 2.008670 0.020252
4.070000 2.025480 0.020050
4.080000 2.042243 0.019848
4.090000 2.058958 0.019648
4.100000 2.075627 0.019448
4.110000 2.092248 0.019248
4.120000 2.108822 0.019050
4.130000 2.125349 0.018852
4.140000 2.141828 0.018655
4.150000 2.158260 0.018459
4.160000 2.174644 0.018263
4.170000 2.190982 0.018069
4.180000 2.207271 0.017876
4.190000 2.223513 0.017683
4.200000 2.239708 0.017491
4.210000 2.255855 0.017301
4.220000 2.271954 0.017111
4.230000 2.288005 0.016922
4.240000 2.304009 0.016735
4.250000 2.319965 0.016548
4.260000 2.335873 0.016363
4.270000 2.351734 0.016178
4.280000 2.367546 0.015995
4.290000 2.383311 0.015813
4.300000 2.399028 0.015632
4.310000 2.414696 0.015452
4.320000 2.430317 0.015273
4.330000 2.445890 0.015096
4.340000 2.461415 0.014920
4.350000 2.476891 0.014745
4.360000 2.492320 0.014571
4.370000 2.507700 0.014399
4.380000 2.523032 0.014227
4.390000 2.538317 0.014058
4.400000 2.553552 0.013889
4.410000 2.568740 0.013722
4.420000 2.583879 0.013556
4.430000 2.598971 0.013392
4.440000 2.614013 0.013229
4.450000 2.629008 0.013068
4.460000 2.643954 0.012908
4.470000 2.658852 0.012750
4.480000 2.673702 0.012593
4.490000 2.688503 0.012437
4.500000 2.703256 0.012284
4.510000 2.717961 0.012131
4.520000 2.732617 0.011981
4.530000 2.747225 0.011832
4.540000 2.761784 0.011685
4.550000 2.776296 0.011539
4.560000 2.790758 0.011396
4.570000 2.805173 0.011254
4.580000 2.819539 0.011114
4.590000 2.833857 0.010976
4.600000 2.848126 0.010839
4.610000 2.862347 0.010705
4.620000 2.876520 0.010573
4.630000 2.890645 0.010442
4.640000 2.904721 0.010314
4.650000 2.918749 0.010187
4.660000 2.932729 0.010063
4.670000 2.946660 0.009941
4.680000 2.960544 0.009822
4.690000 2.974379 0.009704
4.700000 2.988166 0.009589
4.710000 3.001905 0.009476
4.720000 3.015596 0.009366
4.730000 3.029239 0.009258
4.740000 3.042834 0.009152
4.750000 3.056381 0.009049
4.760000 3.069880 0.008949
4.770000 3.083331 0.008851
4.780000 3.096734 0.008756
4.790000 3.110090 0.008664
4.800000 3.123398 0.008574
4.810000 3.136658 0.008487
4.820000 3.133315 0.008365
4.830000 3.120150 0.008225
4.840000 3.107033 0.008089
4.850000 3.093963 0.007958
4.860000 3.080940 0.007831
4.870000 3.067965 0.007708
4.880000 3.055038 0.007590
4.890000 3.042157 0.007476
4.900000 3.029324 0.007366
4.910000 3.016537 0.007260
4.920000 3.003798 0.007158
4.930000 2.991106 0.007061
4.940000 2.978461 0.006967
4.950000 2.965862 0.006877
4.960000 2.953310 0.006790
4.970000 2.940805 0.006708
4.980000 2.928347 0.006629
4.990000 2.915935 0.006553
5.000000 2.903570 0.006481
5.010000 2.891251 0.006413
5.020000 2.878978 0.006348
5.030000 2.866752 0.006286
5.040000 2.854571 0.006227
5.050000 2.842437 0.006171
5.060000 2.830349 0.006118
5.070000 2.818307 0.006068
5.080000 2.806310 0.006021
5.090000 2.794359 0.005977
5.100000 2.782454 0.005935
5.110000 2.770594 0.005896
5.120000 2.758780 0.005859
5.130000 2.747011 0.005825
5.140000 2.735288 0.005793
5.150000 2.723609 0.005763
5.160000 2.711976 0.005736
5.170000 2.700387 0.005710
5.180000 2.688844 0.005686
5.190000 2.677345 0.005665
5.200000 2.665891 0.005645
5.210000 2.654482 0.005626
5.220000 2.643117 0.005610
5.230000 2.631796 0.005595
5.240000 2.620520 0.005581
5.250000 2.609288 0.005569
5.260000 2.598100 0.005558
5.270000 2.586956 0.005548
5.280000 2.575855 0.005540
5.290000 2.564799 0.005532
5.300000 2.553786 0.005526
5.310000 2.542817 0.005520
5.320000 2.531891 0.005516
5.330000 2.521009 0.005512
5.340000 2.510170 0.005509
5.350000 2.499374 0.005506
5.360000 2.488621 0.005505
5.370000 2.477911 0.005504
5.380000 2.467243 0.005503
5.390000 2.456619 0.005503
5.400000 2.446037 0.005504
5.410000 2.435497 0.005504
5.420000 2.425000 0.005505
5.430000 2.414545 0.005507
5.440000 2.404132 0.005509
5.450000 2.393761 0.005510
5.460000 2.383432 0.005512
5.470000 2.373145 0.005515
5.480000 2.362899 0.005517
5.490000 2.352695 0.005519
5.500000 2.342533 0.005522
5.510000 2.332411 0.005524
5.520000 2.322331 0.005527
5.530000 2.312292 0.005529
5.540000 2.302294 0.005531
5.550000 2.292337 0.005534
5.560000 2.282421 0.005536
5.570000 2.272545 0.005538
5.580000 2.262709 0.005540
5.590000 2.252914 0.005541
5.600000 2.243160 0.005543
5.610000 2.233445 0.005544
5.620000 2.223770 0.005545
5.630000 2.214136 0.005545
5.640000 2.204541 0.005546
5.650000 2.194985 0.005546
5.660000 2.185470 0.005546
5.670000 2.175993 0.005545
5.680000 2.166556 0.005545
5.690000 2.157158 0.005544
5.700000 2.147799 0.005542
5.710000 2.138479 0.005540
5.720000 2.129198 0.005538
5.730000 2.119956 0.005536
5.740000 2.110752 0.005533
5.750000 2.101586 0.005530
5.760000 2.092459 0.005526
5.770000 2.083370 0.005522
5.780000 2.074319 0.005517
5.790000 2.065306 0.005513
5.800000 2.056330 0.005507
5.810000 2.047393 0.005502
5.820000 2.038492 0.005495
5.830000 2.029630 0.005489
5.840000 2.020804 0.005482
5.850000 2.012016 0.005475
5.860000 2.003265 0.005467
5.870000 1.994551 0.005459
5.880000 1.985873 0.005450
5.890000 1.977233 0.005441
5.900000 1.968628 0.005432
5.910000 1.960061 0.005422
5.920000 1.951529 0.005411
5.930000 1.943034 0.005401
5.940000 1.934574 0.005390
5.950000 1.926151 0.005378
5.960000 1.917763 0.005366
5.970000 1.909412 0.005353
5.980000 1.901095 0.005341
5.990000 1.892814 0.005327
6.000000 1.884569 0.005314
6.010000 1.876358 0.005300
6.020000 1.868183 0.005257
6.030000 1.860043 0.005212
6.040000 1.851937 0.005196
6.050000 1.843866 0.005180
6.060000 1.835830 0.005164
6.070000 1.827827 0.005147
6.080000 1.819859 0.005131
6.090000 1.811926 0.005114
6.100000 1.804026 0.005097
6.110000 1.796160 0.005079
6.120000 1.788328 0.005061
6.130000 1.780530 0.005044
6.140000 1.772765 0.005025
6.150000 1.765033 0.005007
6.160000 1.757335 0.004988
6.170000 1.749670 0.004969
6.180000 1.742038 0.004949
6.190000 1.734439 0.004929
6.200000 1.726873 0.004909
6.210000 1.719339 0.004889
6.220000 1.711838 0.004868
6.230000 1.704370 0.004847
6.240000 1.696933 0.004826
6.250000 1.689529 0.004804
6.260000 1.682157 0.004782
6.270000 1.674816 0.004760
6.280000 1.667508 0.004737
6.290000 1.660231 0.004714
6.300000 1.652986 0.004691
6.310000 1.645772 0.004667
6.320000 1.638589 0.004644
6.330000 1.631437 0.004619
6.340000 1.624317 0.004595
6.350000 1.617228 0.004551
6.360000 1.610170 0.004514
6.370000 1.603141 0.004507
6.380000 1.596144 0.004475
6.390000 1.589177 0.004439
6.400000 1.582239 0.004429
6.410000 1.575333 0.004397
6.420000 1.568457 0.004362
6.430000 1.561609 0.004350
6.440000 1.554792 0.004318
6.450000 1.548006 0.004283
6.460000 1.541247 0.004269
6.470000 1.534519 0.004237
6.480000 1.527821 0.004203
6.490000 1.521151 0.004187
6.500000 1.514510 0.004156
6.510000 1.507901 0.004107
6.520000 1.501318 0.004077
6.530000 1.494762 0.004068
6.540000 1.488237 0.004042
6.550000 1.481741 0.003996
6.560000 1.475273 0.003966
6.570000 1.468831 0.003953
6.580000 1.462419 0.003927
6.590000 1.456036 0.003884
6.600000 1.449681 0.003842
6.610000 1.443353 0.003814
6.620000 1.437050 0.003803
6.630000 1.430777 0.003780
6.640000 1.424532 0.003740
6.650000 1.418315 0.003701
6.660000 1.412125 0.003662
6.670000 1.405962 0.003624
6.680000 1.399824 0.003598
6.690000 1.393711 0.003589
6.700000 1.387627 0.003569
6.710000 1.381571 0.003534
6.720000 1.375541 0.003498
6.730000 1.369538 0.003463
6.740000 1.363562 0.003428
6.750000 1.357611 0.003393
6.760000 1.351686 0.003358
6.770000 1.345787 0.003324
6.780000 1.339914 0.003290
6.790000 1.334067 0.003257
6.800000 1.328243 0.003232
6.810000 1.322444 0.003223
6.820000 1.316672 0.003207
6.830000 1.310926 0.003177
6.840000 1.305206 0.003147
6.850000 1.299511 0.003117
6.860000 1.293841 0.003087
6.870000 1.288196 0.003057
6.880000 1.282575 0.003027
6.890000 1.276979 0.002998
6.900000 1.271408 0.002968
6.910000 1.265860 0.002939
6.920000 1.260338 0.002910
6.930000 1.254839 0.002881
6.940000 1.249364 0.002852
6.950000 1.243914 0.002824
6.960000 1.238487 0.002796
6.970000 1.233084 0.002768
6.980000 1.227705 0.002740
6.990000 1.222349 0.002713
7.000000 1.217017 0.002685
