# time jt1 jt2 jt3 jt4 jt5 jt6
0.000000,0.000000,-1.570000,0.000000,0.000000,0.000000,3.140000
0.010000,0.000000,-1.570000,0.000000,0.000000,0.000000,3.140000
0.020000,-0.003061,-1.570984,0.001712,0.004006,-0.000002,3.132754
0.030000,-0.009132,-1.572935,0.005126,0.011744,-0.000005,3.120844
0.040000,-0.018166,-1.575841,0.010244,0.023011,-0.000026,3.105840
0.050000,-0.030119,-1.579698,0.017081,0.037649,-0.000092,3.088693
0.060000,-0.044949,-1.584504,0.025663,0.055518,-0.000252,3.069982
0.070000,-0.062616,-1.590265,0.036029,0.076500,-0.000567,3.050053
0.080000,-0.083072,-1.596987,0.048225,0.100480,-0.001119,3.029110
0.090000,-0.106267,-1.604684,0.062307,0.127354,-0.002003,3.007273
0.100000,-0.132138,-1.613368,0.078338,0.157023,-0.003333,2.984604
0.110000,-0.160612,-1.623056,0.096384,0.189394,-0.005236,2.961130
0.120000,-0.191601,-1.633765,0.116518,0.224380,-0.007851,2.936856
0.130000,-0.225000,-1.645513,0.138814,0.261901,-0.011328,2.911771
0.140000,-0.260685,-1.658320,0.163349,0.301884,-0.015820,2.885853
0.150000,-0.298514,-1.672202,0.190200,0.344261,-0.021484,2.859073
0.160000,-0.338329,-1.687180,0.219442,0.388972,-0.028470,2.831400
0.170000,-0.379953,-1.703270,0.251152,0.435960,-0.036924,2.802799
0.180000,-0.423201,-1.720491,0.285401,0.485170,-0.046978,2.773240
0.190000,-0.467879,-1.738861,0.322261,0.536550,-0.058749,2.742694
0.200000,-0.513794,-1.758399,0.361795,0.590045,-0.072338,2.711140
0.210000,-0.560760,-1.779124,0.404066,0.645597,-0.087831,2.678567
0.220000,-0.608604,-1.801056,0.449124,0.703144,-0.105296,2.644970
0.230000,-0.657174,-1.824214,0.497011,0.762621,-0.124792,2.610358
0.240000,-0.706344,-1.848618,0.547756,0.823957,-0.146364,2.574750
0.250000,-0.756010,-1.874288,0.601370,0.887081,-0.170049,2.538176
0.260000,-0.806096,-1.901238,0.657843,0.951921,-0.195868,2.500674
0.270000,-0.856544,-1.929482,0.717142,1.018412,-0.223825,2.462296
0.280000,-0.907308,-1.959026,0.779207,1.086494,-0.253895,2.423097
0.290000,-0.958192,-1.989835,0.843901,1.156138,-0.285570,2.383033
0.300000,-1.009149,-2.021904,0.911116,1.227312,-0.318713,2.342155
0.310000,-1.060436,-2.055294,0.980808,1.299965,-0.354079,2.300895
0.320000,-1.111945,-2.089988,1.052816,1.374115,-0.391406,2.259297
0.330000,-1.163378,-2.125932,1.126932,1.449826,-0.429832,2.217086
0.340000,-1.214569,-2.163103,1.202975,1.527168,-0.468926,2.174308
0.350000,-1.265250,-2.201463,1.280753,1.606242,-0.507923,2.131000
0.360000,-1.315209,-2.240993,1.360089,1.687178,-0.546276,2.087125
0.370000,-1.364342,-2.281697,1.440830,1.770159,-0.583983,2.042505
0.380000,-1.412388,-2.323565,1.522816,1.855382,-0.620490,1.997028
0.390000,-1.459042,-2.366585,1.605892,1.943052,-0.654988,1.950644
0.400000,-1.504092,-2.410767,1.689926,2.033383,-0.687014,1.903223
0.410000,-1.547327,-2.456131,1.774799,2.126570,-0.715815,1.854685
